username,location,tweet_text,created_at,retweets,likes,language,tweet_text_english
ExpressFuchs,no_location,tagesschau Frau Faeser redet mir Zuviel und handelt aber nicht von Auslndern,2025-01-05 12:56:17+00:00,0,0,de,Mrs Faeser talks to me too much and does not deal with foreigners
Inga_Ruppender,no_location,Hrte in der in Berlin ArtillerieKanonenschlge Von wem oder was wurde eingenommen Ich fordere fr die Zivilbevlkerung fr kommende Jahreswechselfeiern,2025-01-05 10:45:57+00:00,0,0,de,Hrte in der in Berlin ArtillerieKanonenschlge By whom or what was taken I demand for the civil population for the coming turn of the year
VeronikaWedya,Frankfurt,Discover how realtime financial strategies are transforming business landscapes and creating limitless opportunities XRP,2025-01-05 10:23:41+00:00,0,0,en,Discover how realtime financial strategies are transforming business landscapes and creating limitless opportunities XRP
RussellsTeaP0T,Berlin,Ein bundesweites Bllerverbot findet unser komisch Wann verschwindet dieser Clown endlich von der politischen Bhne,2025-01-05 10:07:40+00:00,1,4,de,A nationwide ban on bulls finds our funny when this clown finally disappears from the political frenzy
aixrad,no_location,der Gewerkschaft der zum,2025-01-05 09:57:14+00:00,0,0,de,the trade union of of of the
FHA567748127460,Germany,in Kugelbombe ttet an,2025-01-05 09:21:52+00:00,0,0,de,in ball bomb tttt
Transkanzler,Berlin,Alle Jahre wieder Komisch,2025-01-05 09:20:09+00:00,1,1,de,Every year funny again
Dieter_Rakete,Hamburg,Das sind aber mal Schlagzeilen aus der WELT auf Polizisten Rufe nach hrterer Gangart gegen Tter So darf kein ruhiger Jahreswechsel aussehen Die Migrationspolitik in zu vielen Lndern ist vllig irre,2025-01-05 09:19:57+00:00,0,0,de,But these are headlines from the World on police calls for a better course against Tter This is not a quiet year's change The migration policy in too many countries is completely insane
Bugsbanna1,no_location,BllerTod in Hamburg Kugelbombe ttet KarateMeister an Silvester,2025-01-05 09:14:59+00:00,0,0,de,BllerDeath in Hamburg Ball bomb ttet KarateMaster on New Year's Eve
blaubeerblau2,Berlin,squirrelpics1 Wre es nicht wesentlich sinnvoller den Verkauf von zu verbieten,2025-01-05 09:13:25+00:00,0,1,de,squirrelpics1 We it is not much more meaningful to prohibit the sale of
PachT1945,Erfurt-Melchendorf,050125 amp statt das ist geistige via PachT,2025-01-05 03:15:39+00:00,0,1,de,050125 amp instead of that is mental via PachT
bzberlin,Berlin,Attalah Younes 24 feuerte in der eine Rakete ab die durch ein Fenster in ein Kinderzimmer flog und explodierte Jetzt landete er dafr vorerst in der Zelle,2025-01-04 21:45:09+00:00,30,215,de,Attalah Younes 24 fired a rocket that flew through a window into a nursery and exploded Now he landed in the cell for the time being
info_bitte,Berlin,ISefati mit sollte es erst wieder geben wenn sich die Verhltnisse in normalisieren wie vor ca 30 Jahren Zwar gabs auch damals gengend rgernisse am Silvester aber keine Gewalt arabischer trkischer und osteuropischer Chaoten wie im Jahre 2024,2025-01-04 21:21:56+00:00,0,0,de,Isefati with should not exist again until the errors normalize in the same way as about 30 years ago Although there were also generative reasons at that time on New Year's Eve but no violence of Arab Turkic and Eastern European Chaots as in 2024
LandesEchoPrag,Dortmund,Im Gegensatz zu Deutschland gab es keine Toten aber auch in Tschechien verletzten sich Menschen durch Bller in der Silvesternacht zum Teil schwer Die Luftverschmutzung durch Pyrotechnik sprengte alle Rekorde,2025-01-04 19:19:03+00:00,0,0,de,"In contrast to Germany, there were no deaths but also in the Czech Republic, people were injured by Bller on New Year's Eve, partly severe Air pollution from pyrotechnics blew up all records"
sMoony248756,Ansbach,jetteniz httest deinen Tweet nicht lschen mssen Ich fand ihn mehr als Zutreffend Mnner die sich ihre Hnde wegsprengen knnen definitiv sich nicht mehr an Frauen vergreifen Allen toxischen Mnnern wnsche ich das von Herzen,2025-01-04 17:29:32+00:00,0,0,de,jetteniz didn't have to lick your tweet I found it more than true Menner who can blow their hands away can definitely no longer attack women All toxic men I want from the heart
Rembrandt1405,Berlin,Robby68142735 hier kann eine gegen unterschrieben werden,2025-01-04 17:00:31+00:00,7,13,de,Robby68142735 here can be signed against
SWPde_bot,Ulm,bei Weienhorn Pferd geht nach durch und schleift 85Jhrigen mit,2025-01-04 16:50:21+00:00,0,1,de,with Weienhorn horse goes through and grinds 85yrigen with
gunnar_ror,Bayern,dorisorchid Die sollten ein Gesetz zur pflicht vorschlagen Im ganze Osten wre ab nchstem Jahr,2025-01-04 15:32:23+00:00,0,0,de,dorisorchid They should propose a law on duty In the whole of the East from the next year
wochenblattnews,Aulendorf,Waldseer Stadtsee wird zum Schauplatz der Nachlssigkeit,2025-01-04 15:27:42+00:00,0,0,de,Waldseer Stadtsee becomes the scene of recklessness
Carsten_Fi,no_location,Schusswaffen und Messer verbieten aber einmal im Jahr unbegrenzt Sprengstoff im ALDI kaufen ist okay,2025-01-04 13:41:44+00:00,0,1,de,Firearms and knives ban but buy unlimited explosives in ALDI once a year is okay
KH82865104,Germany,Mir stellt sich die Frage warum diese in oder verkauft werden drfen Diese Lnder gehren auch zur Machtwort zum Thema Bllerverbot Scholz findet es irgendwie komisch via WEBDENews,2025-01-04 13:17:46+00:00,1,3,de,To me the question arises why these are in or sold these Lnder also desire to be the power word on the topic Bleller ban Scholz finds it somehow funny via WEBDENews
tonald_dru14202,Franken,07user Nicht die sind das Problem So lange das nicht eingesehen wird finden diese Bestien immer wieder irgendwas um es den um die Ohren zu schlagen Wie naif seit ihr eigentlich Ist es euch lieber wenn dann nur noch durch die Nacht fliegen Es ist,2025-01-04 12:13:37+00:00,0,0,de,"07user Not those are the problem As long as that is not seen, these beasts always find something to beat it around the ears How naif since you actually do It's better if you just fly through the night"
nor_arnold,Berlin,Wer schon mal z B in oder gefeiert hat wei wie frhlich und ausgelassen man auch ohne feiern kann Selbst in ist es nicht so schlimm wie in Deutschland Deshalb,2025-01-04 11:43:34+00:00,1,1,de,Who has ever celebrated e.g. in or knows how early and left out you can celebrate even without It's not as bad in itself as in Germany That's why
Leo_Deutscher,Germany,MOIN Habts ein schnes 1 Wochenende 2025 nach diesem etwas unschnen Start ins neue Jahr nein danke,2025-01-04 10:11:40+00:00,0,0,de,MOIN Have a snowy 1 weekend 2025 after this somewhat blurred start into the new year no thank you
Leo83084272,no_location,via YouTube Ich distzanziere mich explizit von dem Kanal der anscheinend der AFD zugewendet ist,2025-01-04 09:51:20+00:00,0,1,de,via YouTube I explicitly distance myself from the channel that seems to be turned to the AFD
b_sappek,no_location,gegen ein wre nicht kontrollierbar Was fr ein Quatsch Wir haben ein gibt auch keinen igen Schutz aber es hilft 5 Tote zig Verletzte Seht hin schaut hin amp hrt zu amp wacht auf amp werden als eingesetzt,2025-01-04 09:09:35+00:00,1,2,de,against a wre not controllable What for a nonsense We have a gives also no igen protection but it helps 5 dead zig injured look look look look up amp hrt to amp wakes on amp be used as
nergelian,no_location,Umwelthilfe Wir beginnen zunchst einmal mit einem DUH Verbot oder sorgen erst einmal dafr dass es bei der DUH Personen gibt die bis zur Tapete denken knnen Es gibt auch ein Waffenverbot dennoch gibt es unzhlige Pistolen etc in D brigens hat D auch Grenzen,2025-01-04 08:46:34+00:00,0,3,de,"Environmental aid First of all, we start with a DUH ban or worry that there are people in the DUH who can think up to wallpaper There is also a ban on weapons, however, there are undisputed pistols etc in D brigens D also has limits"
HabakukProf,Berlin,MdlBehrendt Was hat ein mit Auslndern zu tun,2025-01-04 08:40:49+00:00,0,0,de,MdlBehrendt What does one have to do with changes
sarita19sarita,no_location,Sky Kurtz will share how Pure Harvest is driving sustainability in agriculture at AIM Congress 2025,2025-01-04 08:25:12+00:00,0,1,en,Sky Kurtz will share how Pure Harvest is driving sustainability in agriculture at AIM Congress 2025
nwnews,Bielefeld,fr 45 Euro Das Geschft das einem Mann aus den Tod brachte luft ber soziale Medien die Ware kann tdlich sein Illegale sorgen bei Sicherheitsbehrden fr Alarmstimmung Und Das Problem wird grer NW,2025-01-04 08:18:57+00:00,1,2,de,The business that brought out a man's death air on social media the goods can actually be illegal to provide security authorities for alarm mood And the problem becomes bigger NW
de_laare_X2,no_location,Silvester Magdeburg Mannheim Weder die noch die sind das Problem Das Problem sind die eigentlich gar nicht in Deutschland sein drften Das was wir gerade erleben ist das Erbe der linksgrnen Pfui Nie wieder,2025-01-04 06:51:13+00:00,5,6,de,New Year's Eve Magdeburg Mannheim Neither those nor those are the problem The problem is not really being in Germany What we are experiencing is the legacy of the left-wing Pfui Nie again
Marion144581840,no_location,Schon ber 450000 Stimmen fr ein,2025-01-03 22:20:57+00:00,0,1,de,Already over 450 000 votes for a
NZiegeler,Rottenburg,smuep 5 Tote durch alleine an Silvester 2024 Jetzt reichts Bitte die der Gewerkschaft der Polizei unterzeichnen Hier gehts zur Petition,2025-01-03 22:07:52+00:00,1,3,de,smuep 5 dead by alone on New Year's Eve 2024 Now enough request to sign the union of the police Here goes to the petition
Augustin67278,no_location,NoAFDBTW25 Doof ist dass die von dir naiv hofierten mit Migrationshintergrund die Problembren beim sind Indigene Jugendliche gibt es ja fast nicht mehr Das Problem sind nicht die die Messer oder Autos Das Problem sind die wie sie anonym genannt werden,2025-01-03 21:11:27+00:00,0,0,de,NoAFDBTW25 Doof is that you naively courted with a migration background the problem of being indigenous youths is almost no longer The problem is not the knives or cars The problem is how they are called anonymously
E_D_K_R,Peenemünde,Und ZACK auf einmal gruppendynamischer Prozess von RaketenRecep und FeuerwerkFurkan Matthias Helferich MatthiasMdbbester Mann im Bundestag,2025-01-03 20:16:58+00:00,4,11,de,And Zack at once group dynamic process of rocketsRecep and fireworksFurkan Matthias Helferich MatthiasMdbbester Mann in the Bundestag
blaulichtzecke,no_location,Der hoffentlich letzte Nachklapp zum Thema Insbesondere im Interesse der Verletzten ist zu hoffen dass die Ermittlungen der in den eigenen Reihen zum Erfolg fhren,2025-01-03 19:46:32+00:00,4,17,de,"We hope that the final follow-up on the subject, particularly in the interests of the injured, will be successful in the investigation of those in their own ranks."
KaiserfrontFan,Hamburg,berlinerzeitung GdPHauptstadt Ich glaube nicht das die das Problem sind Das Problem ist ein Anderes und ein gewisser hat auch bereits eine Lsung angeboten die von einigen Leuten aus der bernommen wurde,2025-01-03 19:06:12+00:00,1,5,de,berlinerzeitung GdPHauptstadt I don't think those are the problem The problem is another and a certain one has already offered a solution that has been taken over by some people
Joffrey77855104,Berlin,Letztes Jahr deutete sich schon an da das Imperium in Neuklln gewinnt Dieses Jahr hat das Imperium gewonnen,2025-01-03 16:20:45+00:00,1,12,de,Last year already indicated that the Empire wins in Neuklln This year the Empire has won
citius_fortius1,Frankfurt,KarlLauterbach Solange die 60000 auslndischen rzte mit keine Wohnungen in Brand setzen nicht mit Autos in fahren oder Menschen umbringen Alles bestens KarlLauterbach,2025-01-03 15:57:04+00:00,2,84,de,"KarlLauterbach As long as the 60000 Auslndischen did not set fire to any apartments, do not drive cars or kill people Everything is fine KarlLauterbach"
bundesnews1,Berlin,Deutschland hat ein NaziProblem Jette Nietzard hat wohl ein Mnner Problem Die Migranten Asylbewerber oder Ukraine sei das Problem Ich konnte mich nicht halten vor lachen,2025-01-03 13:07:10+00:00,2,3,de,Germany has a Nazi problem Jette Nietzard probably has a Mnner problem Migrants Asylum seekers or Ukraine is the problem I couldn't stop laughing at
johannesl98,Leipzig,Nicht die sind schuld dass sich in Berlin wieder einige Zuzgler nicht benehmen konnten Und wohlgemerkt hab ich wie jedes Jahr nicht einen Cent an verschwendet Aber ein Verbot weil sich bekannte Personengruppen nicht benehmen knnen,2025-01-03 11:57:42+00:00,0,0,de,It's not their fault that some Zuzgler could not behave again in Berlin And I didn't waste a cent on like every year But a ban because well-known groups of people can't behave
ReinerAberJa,Weltoffen,Fokus auf illegale ist nicht zielfhrend Auch legale Bller sorgen jedes Jahr fr tausende panische Tiere schwere Verletzungen starke Luftverschmutzung und tonnenschwere Mllberge Wir brauchen ein generelles Link,2025-01-03 11:14:15+00:00,0,3,de,Focus on illegal is not targeted Also legal bllers provide heavy air pollution and tons of heavy mllbergs for thousands of panicn animals every year We need a general link
Aleonor_al,no_location,Fuball und Der Staat erlaubt Mnnern Aggressionen in der Gesellschaft auszuleben Doch die Quoten der huslichen Gewalt sinken nicht Versteht ihr Was wre wenn Frauen Demokratische Wahlen boykottieren wrden Hm Wie fndet ihr das Patrizier,2025-01-03 11:03:27+00:00,0,0,de,Fuball and The State Allows Men to Live Out Aggressions in Society But the Rates of Husbandous Violence Do Not Decline Understand What Would Be When Women Boycott Democratic Elections Would Be Hm
OMonlineDe,Oldenburger,Detonation Mann aus wird durch lebensgefhrlich verletzt,2025-01-03 11:02:29+00:00,0,0,de,Detonation Man off gets hurt by life-threatening
oloyolo77689,no_location,Wie wre es wenn sich Feuerwerkshersteller bei den Polizeieinsatzkosten beteiligen Selbiges wird von Fuballvereinen gefordert dann sollte es auch fr Pyrotechnikhersteller gelten,2025-01-03 10:53:40+00:00,0,0,de,How it would be if fireworks manufacturers participated in the police intervention costs Same thing is demanded by football clubs then it should also apply to pyrotechnic manufacturers
MiGAZIN,Germany,Polizei soll an rechtes Medium durchgestochen haben Ausschreitungen und BllerExzesse in der Silvesternacht sorgen jedes Jahr fr Diskussionen Diesmal sorgt sie bei der fr Unruhe Hier lesen,2025-01-09 20:00:00+00:00,0,1,de,Police should have stabbed right-wing media Riots and BllerExcesses on New Year's Eve provide for discussions every year This time she cares for trouble Read here
M4xPeen,no_location,Welten zwischen und Schlimmster Datenleak seit der Bekanntgabe der Vornamen vom Sylter Sngerverein,2025-01-09 19:50:58+00:00,0,1,de,Worlds between and worst data leak since the announcement of the first names of the Sylter Sngerverein
gabonn,Bonn,Die Polizeigewerkschaft fordert mit einer ein bundesweites Knapp 15 Millionen Menschen haben unterzeichnet Fr den Eitorfer Feuerwerkshersteller Weco htte das Folgen GA,2025-01-09 18:46:16+00:00,0,0,de,The police union demands with a nationwide scarce 15 million people have signed Fr the Eitorfer fireworks manufacturer Weco htte the consequences GA
endthesealhunt,Germany,please RT EUwide ban on the sale of pyrotechnics for private purposes,2025-01-09 18:38:11+00:00,0,0,en,please RT EUwide ban on the sale of pyrotechnics for private purposes
PeterSchwarz11,Beckingen,ist seit anderthalb Wochen vorbei doch der politische Streit zndet erst jetzt so richtig In der Diskussion um ein positioniert sich nun die er greift bei der Gelegenheit den Regierenden Brgermeister Kai 52 an,2025-01-09 18:01:57+00:00,0,1,de,"has been over for a week and a half, but the political dispute is only now so real In the discussion about a position he is now attacking on the occasion the Governing Mayor Kai 52"
bellarocca21,Berlin,es knallt seit stunden ich male bin allein mezzanotte knips ich nach gegenber es ist nicht viel zu sehen auf dem foto aber ich finde es stimmig,2025-01-09 16:49:04+00:00,0,1,de,it bangs for hours I'm painting alone mezzanotte I snaps after against it's not much to see in the photo but I find it harmonious
DemokratieTroll,no_location,niusde Wir wissen jetzt dass zweidrittel der arabische oder trkische Namen haben Freiwillig htte die Polizei diese fr unser wichtige Erkenntnis ber die durch nicht rausgerckt um die Wirklichkeit zu vertuschen,2025-01-09 15:20:26+00:00,0,0,de,niusde We now know that two-thirds of the Arabic or Turkish names have volunteered to the police this for our important knowledge of the through not to cover up the reality
Einfach_Ela_,no_location,Einen besseren Beweis dass die Liste der Vornamen echt ist und dass man es vor der Bevlkerung lieber verbergen wollte dass die meisten deutschen Krawallmacher einen Migrationshintergrund haben kann es gar nicht geben,2025-01-09 14:57:48+00:00,0,0,de,A better proof that the list of first names is real and that one wanted to hide it from the population that most German rioters can not have a migration background
KappaAlphaPhi,no_location,What really happened on at Port were fired Children were crying,2025-01-09 14:56:33+00:00,0,0,en,What really happened on at Port were fired Children were crying
Dollfuss_,Ofra,JochenAndru1981 Ein Beamter mit Charakter und Anstand Meine Meinung PS Natrlich wussten wir alle das es sich nicht um Deutsche gehandelt hat Aber wir sind dem dankbar,2025-01-09 14:22:00+00:00,0,2,de,JochenAndru1981 An official with character and decency My Opinion PS Of course we all knew that it was not German but we are grateful
kainsider,Karlsruhe,Ein Silvester wie das vergangene braucht niemand mehr,2025-01-09 13:55:25+00:00,0,0,de,No one needs a New Year's Eve like the past
Herzblut16,no_location,Du suchst spannende Flirts oder den Partner frs Leben Dann bist Du bei Hits genau richtig Hier kannst du mit interessanten Leuten aus deiner Nhe Flirten Quatschen oder Daten Melde dich Schnen amp GUTEN GELINGEN in 2025 gtgt,2025-01-09 13:47:50+00:00,0,0,de,You're looking for exciting flirts or your partner for life Then you're in the right place for hits Here you can chat with interesting people from your nhe flirting or data Sign up Schnen amp GUTEN GTGT in 2025
Peter_Ueck,Germany,nikschrader Thematisieren Sie lieber warum es diese nur Vornamen sind Halten Sie es zudem fr ein rechtes Vergehen,2025-01-09 12:39:11+00:00,0,0,de,nikschrader Thematize better why it is these only first names Keep it also for a right offense
MollersPaul,no_location,throeng GenuineBY BirgitKelle FraukePetry Dass es das gibt hat niemand abgestritten Aber Sie haben unter Birgit Kelles Post kommentiert in der Absicht abzulenken vom Problem Und das ist nicht nur Und in der Unterhaltung mit Ihnen wurde ua klar dass Sie einseitig die Deutschen verantwortlich machen,2025-01-09 11:52:33+00:00,0,1,de,throng GenuineBY BirgitKelle FraukePetry That there is no one denied But you commented under Birgit Kelles Post on the intention to distract from the problem And that's not only And in the conversation with you it became clear that you are one-sidedly blaming the Germans
KH82865104,Germany,dg16593 BirgitKelle polizeiberlin Am 0301 habe ich mit einem Polizisten ber geredet und er hat genau diesen Satz gesagt den ich im ersten Post geschrieben habe Wir haben nicht ber Grnde geredet Er sagte noch in Berlin wre das normal was bei uns in Bayreuth unmglich wre,2025-01-09 11:36:30+00:00,0,0,de,dg16593 BirgitKelle polizeiberlin On 0301 I talked to a policeman about and he said exactly this sentence I wrote in the first post We didn't talk about Grnde He still said in Berlin what was not possible with us in Bayreuth
Hajoax,no_location,Tagesspiegel Ich finde diese Liste interessant und aufschlussreichweil genau hier die namentlichenmigrantinischen Ursachen liegen und publiziert werden mssenInteressant auchKEINE asiatischen Migranten erkennbar,2025-01-09 11:24:40+00:00,0,2,de,Tagesspiegel I find this list interesting and informative because exactly here the name migrantinic causes lie and must be publishedinteresting also KINE Asian migrants recognizable
SiSeidler,Berchtsgodn,nikschrader und dann muss man sich ja noch vor Augen halten dass es prozentual viel weniger Auslnder als Deutsche bei uns gibt die wiederum aber in der Statistik viel mehr Straftaten begehen Das kann man sich auch nicht mehr schnrechnen Auch keiner der,2025-01-09 11:21:53+00:00,0,1,de,"I would like to say to the President-in-Office of the Council that I am not in favour of this report, but I should like to say that I am not in favour of this report."
tobiasteich_by,no_location,Nennt die Vornamen,2025-01-09 11:19:03+00:00,0,0,de,Names the first names
berlinerzeitung,Berlin,Eine Silvesterrakete explodierte auf dem Balkon von des des Berliner Musikers Adam Harzuf Danach brannte seine Wohnung aus Er ist nicht versichert,2025-01-09 11:12:00+00:00,15,53,de,A New Year's Eve rocket exploded on the balcony of the Berlin musician Adam Harzuf After that his apartment burned out He is not insured
AndreasW1739623,no_location,niusde Wie weit ist man eigentlich bei der Polizei mit der Verfolgung der Beamten die interne Informationen zu bevorstehenden Hausdurchsuchungen vorzugsweise bei Regierungskritikern vorab illegalerweise an die Presse weitergeben Ich frage fr einen Freund,2025-01-09 11:09:00+00:00,0,0,de,niusde How far is one actually with the police with the persecution of the officials the internal information about upcoming house searches preferably in government critics illegally pass to the press I ask for a friend
MoosburgTV,Moosburg,Groe Silvesterparty Landshut Fotos Benni Diemer mehr auf Sieh dir diesen InstagramBeitrag von stefanjahnel an,2025-01-09 10:01:28+00:00,0,0,de,Groe Silvesterparty Landshut Photos Benni Diemer more Watch this InstagramPost by stefanjahnel
TARIX896309,no_location,Ja klar und bei Sylt sind alle Namen verffentlicht worden ihr wollt uns doch echt Verarschen,2025-01-09 10:00:44+00:00,0,0,de,"Yeah, sure, and Sylt's got all the names published, you want to fuck with us"
von_palme,no_location,Jeder Berliner auch der komplett Grnverwahrloste wei wer den Straenterror jedes Jahr an verbreitet Die grnverwahrloste Politik jault kurz auf und das war es dann Leute geht whlen via welt,2025-01-09 09:18:34+00:00,0,2,de,Every Berliner also the completely destitute knows who spreads the street terror every year The destitute politics whirls up briefly and that was it then people go wohl via world
Disputatorus,no_location,Dann sucht man sich eben einfach einen anderen Skandal Hauptsache es redet keiner mehr darber das grtenteils Migranten kaputt machen und es fr Rettungs und Sicherheitskrfte zur Hlle werden lassen,2025-01-09 08:48:13+00:00,0,0,de,Then you just look for another scandal as long as no one talks about ruining the largest part of the migrants and let it become a pitfall for rescue and security forces
KlartextRM,no_location,Immer wenn du denkst die Wahrheit siegt am Ende doch kommt irdendwo ein Systemling daher und macht jagt auf die welche der Wahrheit sprechen,2025-01-09 08:16:46+00:00,1,0,de,Every time you think the truth wins in the end yet earthend there comes a systemling and chases on which speak the truth
Weber_AfD,Paderborn,Die meisten Silvesterjihadisten in Berlin hatten einen arabischen Vornamen Wie kommt das blo Ich dachte alle Menschen seien gleich Deutsche machten das doch auch und nur ein Bllerverbot knnte uns helfen,2025-01-09 08:10:21+00:00,0,0,de,Most New Year's Eve jihadists in Berlin had an Arabic first name How come the blo I thought all people were the same Germans did that too and only a bullish ban could help us
KaleuDer,no_location,nikschrader So vorhersehbar Das Skandal sind natrlich nicht die Idioten die an in einen Kriegsgebiet verwandeln sondern wie immer bei Linken die Polizei polizeiberlin,2025-01-09 07:54:35+00:00,0,2,de,"Nikschrader So predictable The scandal is of course not the idiots who turn into a war zone, but, as always, the police police berlin"
pommesfritz60,NRW,Natrlich hat wieder nix mit nix zu tun,2025-01-09 07:18:51+00:00,0,2,de,"Of course, nothing has anything to do with nothing."
Witcher__77,Germany,nikschrader Vuelleicht hast Du wrtlich den Knall nicht gehrt Daher fliegt die Linke am 2302 aus dem BT,2025-01-09 07:14:52+00:00,0,2,de,nikschrader Muelleicht you didn't like the bang So the left flies on 2302 out of the BT
steffan_nethe,Hamburg,DrKissler Sie sollten in erstmal alle 40 der ohne dt Pass abschieben bevor wir sie fr immer an der Backe haben,2025-01-09 06:55:16+00:00,1,27,de,DrKissler You should first deport all 40 of them without dt pass before we have them fr ever at the cheek
infos_unter,Rostock,Polizei in Berlin ermittelt nach Verffentlichung von Vornamenliste,2025-01-09 06:52:44+00:00,0,0,de,Police in Berlin investigated after publication of first name list
UweJelting,Ostfriesland,Es wird immer absurder Bllerfhrerschein,2025-01-09 06:48:56+00:00,0,1,de,It's always going to be absurd.
ndaktuell,Berlin,Der Rohrbruch an der Seestrae lie an in groen Teilen Berlins den Wasserdruck absacken bei Verkehrsteilnehmenden sorgt er nun fr Puls,2025-01-09 06:46:00+00:00,2,1,de,"The pipe break at the Seestrae in large parts of Berlin, he now provides the water pressure with traffic participants"
Juergen_Fritz,Hamburg,jreichelt 1453 registrierte die Polizei in 670 Verdchtige wurden gefasst Knapp 40 sind 60 haben auch einen dt Pass Von diesen 60 Deutschen haben laut 23 ebenfalls einen,2025-01-09 06:31:26+00:00,2,7,de,Jreichelt 1453 registered the police in 670 accused were caught Just under 40 are 60 also have a dt pass According to 23 of these 60 Germans also have a
mykmill,Toronto,This is how Germans celebrate Im not even kidding I remember all these fireworks in the street in front of my grandparents home as a kid But watch that video Look at these nutheads running Turn it up Insane Bedlam,2025-01-09 03:10:33+00:00,0,1,en,This is how Germans celebrate Im not even kidding I remember all these fireworks in the street in front of my grandparents home as a kid But watch that video Look at these nutheads running Turn it up Insane Bedlam
PaulSch72969276,no_location,Transparenz ist also bei der Polizei nicht erwnscht Tatsachen zu verheimlichen aber ja Ali Youssuf Hassan aus der Silvesternacht durchgestochen Berliner Polizei ermittelt intern via welt,2025-01-09 01:52:13+00:00,0,2,de,Transparency is therefore not caught with the police facts to hide but yes Ali Youssuf Hassan from the New Year's Eve pierced Berlin police investigates internally via world
fanny1liy,Dortmund,Isarborn1 jannibal amp htten die auf belgische deutsche Frauen verhindert 40 arabische umzingeln attackieren auf der Piazza Duomo,2025-01-08 22:56:56+00:00,1,1,de,Isarborn1 jannibal amphitheatre to prevent Belgian German women from attacking 40 Arabs in Piazza Duomo
PolitikDMitte,no_location,Das der Linke nikschrader hier ein vollkommen falschen Schwerpunkt setzt treibt weitere Menschen direkt in die Arme populistischer Parteien Der Datenschutz der hier eventuell sogar gewahrt wurde ist den Menschen hier vollkommen egal,2025-01-08 22:08:01+00:00,0,0,de,That the left nikschrader sets a completely wrong focus here drives more people directly into the arms of populist parties The data protection that may even have been safeguarded here is completely irrelevant to the people here
ZeugeZ,no_location,welt polizeiberlin Hat die polizeiberlin alle amp von etwa schon Oder sind es soviele das eine beim kein Sinn macht Und sie deswegen lieber in ermitteln,2025-01-08 21:47:50+00:00,0,2,de,welt polizeiberlin Has the polizeiberlin all amp of about already Or are there so many that makes no sense and therefore they prefer to investigate in
toottenhagn,Schweiz,Da wird gegen die Falschen ermittelt Ermittelt lieber gegen jene die Wahrheit unterdrcken wollen Wahrheit ist Demokratie Zensur und Propaganda Diktatur,2025-01-08 21:27:00+00:00,0,0,de,There is investigation against the wrong People prefer to investigate against those who want to subvert the truth Truth is democracy Censorship and propaganda dictatorship
thomas_9778,no_location,SilvesterAusschreitungen Migrantische Mnner Mchten Menschen zu Opfern machen jetzt herunterladen,2025-01-08 21:17:14+00:00,0,0,de,New Year's Eve Riots Migrantic Mnner Mchts Making People Victims Download Now
BlnTales,Berlin,Sollte die polizeiberlin nicht besser gegen diejenigen ermitteln die euch und andere Helfer angegriffen haben und aus einen Kriegsschauplatz gemacht haben Stattdessen ermittelt man nun ernsthaft wer die Namen durchgestochen hat niusde,2025-01-08 21:08:17+00:00,0,0,de,"Shouldn't the police in Berlin better investigate against those who attacked you and other helpers and have turned a war scene Instead, one is now seriously investigating who stabbed the names niusde"
Walter_G__,Bayern,welt Es soll also vertuscht werden die in strafbar,2025-01-08 21:04:22+00:00,0,2,de,world It should therefore be covered up in criminal
andreas43452653,no_location,NancyFaeser Gibt es Zahlen zu bei denen Personen ohne vorhandene ohne Pass die deutsche Staatsangehrigkeit bekommen haben Ach bei einigen neuen Deutschen ist es mglich dass diese nach der Verleihung kriminell werden,2025-01-08 20:51:03+00:00,0,0,de,NancyFaeser Are there numbers for people without a passport who have received the German nationality?It is possible for some new Germans that they will become criminal after the award
info_bitte,Berlin,Die ist um den Datenschutz bemht warum die der 406 nicht verffentlicht werden Doch ALLE und SzeneKenner wissen da die meisten Festgenommenen an ein haben,2025-01-08 20:33:01+00:00,0,1,de,This is about data protection why the 406 are not published But ALL and scene connoisseurs know because most of the arrested have on a
ErzaehlDochMal_,Germany,Mit wem hast du Silvester verbracht,2025-01-08 19:16:43+00:00,0,0,de,Who did you spend New Year's Eve with?
publizistikon,Münster,Anspruch und Wirklichkeit in In kommt es zu bergriffen auf junge Frauen durch Nordafrikaner wie in war die Neurechte nicht als Bollwerk gegen die unkontrollierte Migration angetreten,2025-01-08 19:09:19+00:00,2,14,de,Aspiration and reality in the event of attacks on young women by North Africans as well as in the case of new rights was not a bulwark against uncontrolled migration
HeinzK_Berlin,no_location,Liste der der aus der in geleakt,2025-01-08 18:58:30+00:00,0,0,de,List of of the the the
thomas_hocke,Berlin,Nach der Der irgendwie komische Herr Kommentar,2025-01-08 18:18:03+00:00,0,0,de,After the The Kind of Weird Mr Comment
doubtfireai,Bulgarien,BJJ Boxen amp Berlin Mein krasses Jahr,2025-01-08 16:59:20+00:00,0,0,de,BJJ Boxen amp Berlin My great year
lieberHeinrich,no_location,PurgeDay in,2025-01-08 16:32:36+00:00,0,0,en,PurgeDay in
